Date,Store,Department,Revenue,day_of_week,is_weekend,is_holiday,day_of_month,is_month_start,is_month_end,Revenue_growth,cumulative_Revenue,Revenue_per_day_of_week,Previous_day_revenue,Revenue_from_7_days_ago,7_day_rolling_average_of_revenue,Profile,Size,Quantity
2021-11-01,ABC,Beverages,0.0554769265184108,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,0.0,917.0
2021-11-01,ABC,Grocery,0.1523949223064444,0.0,0.0,0.0,0.0,1.0,0.0,0.2830882352941176,0.0015121260487725,0.0,0.0554769265184108,,,0.0,0.0,2360.4
2021-11-01,ABC,Household,0.0516521943998315,0.0,0.0,0.0,0.0,1.0,0.0,0.0716911764705882,0.0023674086016053,0.0,0.1523949223064444,,,0.0,0.0,1043.0
2021-11-01,XYZ,Beverages,0.0201462172856626,0.0,0.0,0.0,0.0,1.0,0.0,0.1066176470588235,0.0030172718990667,0.0,0.0516521943998315,,,1.0,1.0,779.0
2021-11-01,XYZ,Grocery,0.181121582660619,0.0,0.0,0.0,0.0,1.0,0.0,0.4485294117647058,0.0047166960328305,0.0,0.0201462172856626,,,1.0,1.0,2987.06
2021-11-01,XYZ,Household,0.0515565910796353,0.0,0.0,0.0,0.0,1.0,0.0,0.0588235294117647,0.0055713552511521,0.0,0.181121582660619,,,1.0,1.0,1124.0
2021-11-02,ABC,Beverages,0.0678646474435046,0.1666666666666666,0.0,0.0,0.0333333333333333,0.0,0.0,0.1727941176470588,0.0065323431442735,0.244794017061487,0.0515565910796353,,0.0742159020489523,0.0,0.0,1140.0
2021-11-02,ABC,Grocery,0.2292551813475281,0.1666666666666666,0.0,0.0,0.0333333333333333,0.0,0.0,0.3511029411764705,0.008545598776257,0.244794017061487,0.0678646474435046,0.0554769265184108,0.1720762778561738,0.0,0.0,3021.68
2021-11-02,ABC,Household,0.0753510567335803,0.1666666666666666,0.0,0.0,0.0333333333333333,0.0,0.0,0.0588235294117647,0.0095553981255729,0.244794017061487,0.2292551813475281,0.1523949223064444,0.1286902977602081,0.0,0.0,1195.0
2021-11-02,XYZ,Beverages,0.0537703918723664,0.1666666666666666,0.0,0.0,0.0333333333333333,0.0,0.0,0.125,0.0104244913450599,0.244794017061487,0.0753510567335803,0.0516521943998315,0.1298831231792581,1.0,1.0,922.0
2021-11-02,XYZ,Grocery,0.2345529290736385,0.1666666666666666,0.0,0.0,0.0333333333333333,0.0,0.0,0.4007352941176471,0.0124722883400712,0.244794017061487,0.0537703918723664,0.0201462172856626,0.2506227706912456,1.0,1.0,3623.72
2021-11-02,XYZ,Household,0.0596432233228484,0.1666666666666666,0.0,0.0,0.0333333333333333,0.0,0.0,0.0477941176470588,0.0133796724736634,0.244794017061487,0.2345529290736385,0.181121582660619,0.1822141963221922,1.0,1.0,1196.0
2021-11-03,ABC,Beverages,0.0260936231445147,0.3333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0,0.1066176470588235,0.0140683129110462,0.2362497938448875,0.0596432233228484,0.0515565910796353,0.1678751406673687,0.0,0.0,837.0
2021-11-03,ABC,Grocery,0.131530608785088,0.3333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0,0.3345588235294117,0.0154444034126166,0.2362497938448875,0.0260936231445147,0.0678646474435046,0.203727598773126,0.0,0.0,2155.13
2021-11-03,ABC,Household,0.0313733438160735,0.3333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0,0.0643382352941176,0.0161674677110484,0.2362497938448875,0.131530608785088,0.2292551813475281,0.0922936620568265,0.0,0.0,819.0
2021-11-03,XYZ,Beverages,0.0416940632549773,0.3333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0,0.1672794117647058,0.016957823158867,0.2362497938448875,0.0313733438160735,0.0753510567335803,0.0733402713938637,1.0,1.0,841.0
2021-11-03,XYZ,Grocery,0.2252655698315084,0.3333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0,0.4283088235294117,0.0189450664877287,0.2362497938448875,0.0416940632549773,0.0537703918723664,0.1699149965281473,1.0,1.0,3288.1
2021-11-03,XYZ,Household,0.0527018844880335,0.3333333333333333,0.0,0.0,0.0666666666666666,0.0,0.0,0.0459558823529411,0.0198071930294182,0.2362497938448875,0.2252655698315084,0.2345529290736385,0.067508545724936,1.0,1.0,1108.0
2021-11-04,ABC,Beverages,0.056208356091893,0.5,0.0,1.0,0.1,0.0,0.0,0.15625,0.0206921817976382,0.6991116300480806,0.0527018844880335,0.0596432233228484,0.065574247230572,0.0,0.0,1256.0
2021-11-04,ABC,Grocery,0.1978096868841701,0.5,0.0,1.0,0.1,0.0,0.0,0.3419117647058823,0.0225004125216799,0.6991116300480806,0.056208356091893,0.0260936231445147,0.1622733456611124,0.0,0.0,2648.31
2021-11-04,ABC,Household,0.0494906874458409,0.5,0.0,1.0,0.1,0.0,0.0,0.0533088235294117,0.0233416019950685,0.6991116300480806,0.1978096868841701,0.131530608785088,0.1160739032022015,0.0,0.0,921.0
2021-11-04,XYZ,Beverages,0.0465469261864563,0.5,0.0,1.0,0.1,0.0,0.0,0.1470588235294117,0.0241635981530352,0.6991116300480806,0.0494906874458409,0.0313733438160735,0.1246186559818944,1.0,1.0,914.0
2021-11-04,XYZ,Grocery,0.1912154338189993,0.5,0.0,1.0,0.1,0.0,0.0,0.3621323529411764,0.0259288342875274,0.6991116300480806,0.0465469261864563,0.0416940632549773,0.2088191893884177,1.0,1.0,3268.08
2021-11-04,XYZ,Household,0.0416684466990832,0.5,0.0,1.0,0.1,0.0,0.0,0.0496323529411764,0.0267190227151702,0.6991116300480806,0.1912154338189993,0.2252655698315084,0.1054294599048319,1.0,1.0,948.0
